Column1;Column2;Helyiség;Total_car_count;car_count_less_than_10_years
Kun Zoltán;/partner/kun_zoltan-13181;Budapest;;
Lakókocsipark;/partner/lakokocsipark-65;Budapest;;
Langwagen Kft;/partner/langwagen_kft-15965;Budapest;;
Laslo Truck;/partner/laslo_truck-13536;Budapest;;
Leapmotor Emil Frey;/partner/leapmotor_emil_frey-20106;Budapest;;
LEON FLEET Kft.;/partner/leon_fleet_kft-18995;Budapest;;
Levanter Lakóautó Kft.;/partner/levanter_lakoauto_kft-16292;Budapest;;
LEXUS BUDA;/partner/lexus_buda-5327;Budapest;;
Lexus Buda;/partner/lexus_buda-9601;Budapest;;
Lexus Pest;/partner/lexus_pest-17416;Budapest;;
LI-MA Fleet Kft.;/partner/li-ma_fleet_kft-17517;Budapest;;
Linartech ISUZU Szeged;/partner/linartech_isuzu_szeged-18752;Budapest;;
LJ Autó;/partner/lj_auto-14412;Budapest;;
LKW Store Kft.;/partner/lkw_store_kft-11295;Budapest;;
Londi Car Kft.;/partner/londi_car_kft-19681;Budapest;;
LOTUS AUTÓ CENTRUM Kft.;/partner/lotus_auto_centrum_kft-6711;Budapest;;
Ludman-Autó Kft.;/partner/ludman-auto_kft-2178;Budapest;;
M. L. ENERGY Kft.;/partner/m_l_energy_kft-19179;Budapest;;
M&M Racing Car;/partner/mm_racing_car-484;Budapest;;
M3 Autópark Kft.;/partner/m3_autopark_kft-607;Budapest;;
M5 Autópark;/partner/m5_autopark-397;Budapest;;
M5 Délpesti Autóudvar;/partner/m5_delpesti_autoudvar-2341;Budapest;;
M7 Autóudvar;/partner/m7_autoudvar-7936;Budapest;;
Maccao Car;/partner/maccao_car-11180;Budapest;;
Madmasel Auto;/partner/madmasel_auto-13294;Budapest;;
Maex Trans;/partner/maex_trans-16859;Budapest;;
Maki-Car Autókereskedés;/partner/maki-car_autokereskedes-11921;Budapest;;
Maksi Autóügynökség;/partner/maksi_autougynokseg-194;Budapest;;
Marosi Autó;/partner/marosi_auto-14904;Budapest;;
MatiPro Import;/partner/matipro_import-16785;Budapest;;
MatiPro Import;/partner/matipro_import-17282;Budapest;;
MatiPro Készlet;/partner/matipro_keszlet-13862;Budapest;;
Max Autó;/partner/max_auto-19421;Budapest;;
Maxabo Autó;/partner/maxabo_auto-6067;Budapest;;
Maxinnova;/partner/maxinnova-15464;Budapest;;
Maxus Centrum;/partner/maxus_centrum-19451;Budapest;;
Mazda Emil Frey;/partner/mazda_emil_frey-10300;Budapest;;
MBM Rent;/partner/mbm_rent-18378;Budapest;;
Mediaworks Hungary Zrt;/partner/mediaworks_hungary_zrt-19957;Budapest;;
Médium Autó;/partner/medium_auto-14158;Budapest;;
Mentes és Társai Kft.;/partner/mentes_es_tarsai_kft-5800;Budapest;;
Mercarius Mercar Kft -Szeged;/partner/mercarius_mercar_kft_-szeged-20218;Budapest;;
Mercarius Mercar Kft. - Budapest;/partner/mercarius_mercar_kft_-_budapest-17646;Budapest;;
Mészáros Autó;/partner/meszaros_auto-315;Budapest;;
MétaAutó;/partner/metaauto-5249;Budapest;;
Metalelektro;/partner/metalelektro-18878;Budapest;;
Meteor Motortech Kft.;/partner/meteor_motortech_kft-20096;Budapest;;
Metropolcar Kft.;/partner/metropolcar_kft-331;Budapest;;
Mex Auto Kft.;/partner/mex_auto_kft-1188;Budapest;;
MFmotors;/partner/mfmotors-18188;Budapest;;
MIDAIR;/partner/midair-10127;Budapest;;
Midibusz & TGK Center;/partner/midibusz_tgk_center-13603;Budapest;;
Mikont Trade Kft.;/partner/mikont_trade_kft-19337;Budapest;;
Mitsubishi Emil Frey;/partner/mitsubishi_emil_frey-16453;Budapest;;
MM-Twin Autó Kft.;/partner/mm-twin_auto_kft-18716;Budapest;;
Mo-Motors;/partner/mo-motors-19479;Budapest;;
Mobil Bekó és Tsa Kft.;/partner/mobil_beko_es_tsa_kft-2302;Budapest;;
Mohácsi E.V.;/partner/mohacsi_ev-13008;Budapest;;
Molteam Kft.;/partner/molteam_kft-16536;Budapest;;
Monik Kft;/partner/monik_kft-2012;Budapest;;
Moto Invest Kft.;/partner/moto_invest_kft-20242;Budapest;;
Moto-Jungle Kft.;/partner/moto-jungle_kft-19967;Budapest;;
Motor Center Gyulai;/partner/motor_center_gyulai-1720;Budapest;;
Motor Center Gyulai;/partner/motor_center_gyulai-12044;Budapest;;
Motorrad Szerviz Kft.;/partner/motorrad_szerviz_kft-7602;Budapest;;
Mozgóbolt Büfékocsi - Salesvan;/partner/mozgobolt_bufekocsi_-_salesvan-9884;Budapest;;
MRTN AUTO;/partner/mrtn_auto-19734;Budapest;;
MRTN Car;/partner/mrtn_car-16019;Budapest;;
Multiflex Invest;/partner/multiflex_invest-20173;Budapest;;
MuscleCarBudapest;/partner/musclecarbudapest-14743;Budapest;;
MZ Racing Team;/partner/mz_racing_team-440;Budapest;;
N&N Autó;/partner/nn_auto-11002;Budapest;;
Nadro-Ker Kft.;/partner/nadro-ker_kft-5357;Budapest;;
NaviTruck Kft - TruckShop.hu;/partner/navitruck_kft_-_truckshophu-14792;Budapest;;
Nemes Autó;/partner/nemes_auto-2972;Budapest;;
Net-Autó Kft.;/partner/net-auto_kft-330;Budapest;;
Netcars Union Kft.;/partner/netcars_union_kft-15562;Budapest;;
Nevada Auto;/partner/nevada_auto-20289;Budapest;;
Nilüfer;/partner/nilufer-19113;Budapest;;
NIO Gablini;/partner/nio_gablini-19058;Budapest;;
Nissan - Ferihegy - Szalonautók;/partner/nissan_-_ferihegy_-_szalonautok-14445;Budapest;;
Nissan Centrum;/partner/nissan_centrum-13987;Budapest;;
Nissan Centrum használtautó;/partner/nissan_centrum_hasznaltauto-13986;Budapest;;
Nissan Gablini;/partner/nissan_gablini-5739;Budapest;;
NJ Car;/partner/nj_car-15293;Budapest;;
NJZM Trade Kft;/partner/njzm_trade_kft-20261;Budapest;;
Noel Autópark;/partner/noel_autopark-19840;Budapest;;
Number One Car Kft.;/partner/number_one_car_kft-13772;Budapest;;
Nyírimpex Autó;/partner/nyirimpex_auto-832;Budapest;;
Óbudai Autójavító Kft.;/partner/obudai_autojavito_kft-339;Budapest;;
Óbudai Autójavító Kft.;/partner/obudai_autojavito_kft-18352;Budapest;;
OILTREND.HU Kft.;/partner/oiltrendhu_kft-8727;Budapest;;
OM Auto;/partner/om_auto-7472;Budapest;;
OMI CAR;/partner/omi_car-19210;Budapest;;
Omoda & Jaecoo Petrányi Budaörs;/partner/omoda_jaecoo_petranyi_budaors-19570;Budapest;;
OMODA Gablini;/partner/omoda_gablini-19250;Budapest;;
Omoda&Jaecoo Petrányi Kerepesi;/partner/omodajaecoo_petranyi_kerepesi-19361;Budapest;;
OnlyCars;/partner/onlycars-20014;Budapest;;
Opel Gyulai;/partner/opel_gyulai-82;Budapest;;
Opel Gyulai;/partner/opel_gyulai-7403;Budapest;;
Opel/Kia Wallis;/partner/opel_kia_wallis-555;Budapest;;
Opel/Kia Wallis;/partner/opel_kia_wallis-6856;Budapest;;
Opel/Kia Wallis (kieg);/partner/opel_kia_wallis_kieg-19717;Budapest;;
OPMauto;/partner/opmauto-5185;Budapest;;
Otobot Zrt.;/partner/otobot_zrt-18916;Budapest;;
Otokaan Autócentrum;/partner/otokaan_autocentrum-18548;Budapest;;
Our Company Kft.;/partner/our_company_kft-19363;Budapest;;
Palno Kft.;/partner/palno_kft-635;Budapest;;
Palota Autóudvar;/partner/palota_autoudvar-413;Budapest;;
Panda Car;/partner/panda_car-19532;Budapest;;
Pappas Auto - AMG Performance Center;/partner/pappas_auto_-_amg_performance_center-14699;Budapest;;
Pappas Autó - Budapest;/partner/pappas_auto_-_budapest-1243;Budapest;;
Pappas Auto - Budapest;/partner/pappas_auto_-_budapest-6626;Budapest;;
Pappas Auto - Budapest;/partner/pappas_auto_-_budapest-6627;Budapest;;
Pappas Auto - KRP Alfa Jeep;/partner/pappas_auto_-_krp_alfa_jeep-15154;Budapest;;
Pappas Auto - Szeged (kieg);/partner/pappas_auto_-_szeged_kieg-20047;Budapest;;
Pappas Autó -Transporter;/partner/pappas_auto_-transporter-16550;Budapest;;
Pappas Auto Magyarország Kft.;/partner/pappas_auto_magyarorszag_kft-5548;Budapest;;
Pappas Auto Outlet;/partner/pappas_auto_outlet-14735;Budapest;;
Pappas Auto-ABF KIA;/partner/pappas_auto-abf_kia-19268;Budapest;;
Pappas Auto-KRP KIA;/partner/pappas_auto-krp_kia-19269;Budapest;;
Pappas Budapest Kishaszonjármű;/partner/pappas_budapest_kishaszonjarmu-3507;Budapest;;
Paskál Cars;/partner/paskal_cars-10603;Budapest;;
Pásztor Csoport;/partner/pasztor_csoport-5543;Budapest;;
Pásztor Csoport;/partner/pasztor_csoport-9489;Budapest;;
Peddi Kft.;/partner/peddi_kft-891;Budapest;;
Perfect Masters Kft.;/partner/perfect_masters_kft-20232;Budapest;;
Pesti Auto;/partner/pesti_auto-13857;Budapest;;
Petrányi Autó Centrum;/partner/petranyi_auto_centrum-17827;Budapest;;
Petrányi Ford Budaörsi út 179;/partner/petranyi_ford_budaorsi_ut_179-16730;Budapest;;
Peugeot Fábián Budapest;/partner/peugeot_fabian_budapest-561;Budapest;;
Peugeot Fábián Budapest;/partner/peugeot_fabian_budapest-2595;Budapest;;
Peugeot Gablini;/partner/peugeot_gablini-2396;Budapest;;
Peugeot M5 Center;/partner/peugeot_m5_center-10435;Budapest;;
Piaggio Haszongépjármű Centrum;/partner/piaggio_haszongepjarmu_centrum-17615;Budapest;;
PNT Mobil Kft.;/partner/pnt_mobil_kft-691;Budapest;;
Popular Kft.;/partner/popular_kft-8982;Budapest;;
Porsche Buda;/partner/porsche_buda-3;Budapest;;
Porsche Buda Új Autók;/partner/porsche_buda_uj_autok-6637;Budapest;;
Porsche Centrum Budapest;/partner/porsche_centrum_budapest-11750;Budapest;;
Porsche M5;/partner/porsche_m5-907;Budapest;;
Porsche M5 Új Autók;/partner/porsche_m5_uj_autok-9306;Budapest;;
Porsche Pest;/partner/porsche_pest-377;Budapest;;
Porsche Pest Új Autók;/partner/porsche_pest_uj_autok-2901;Budapest;;
Prakti-Car Autó Kft.;/partner/prakti-car_auto_kft-2064;Budapest;;
Prémium Autósziget;/partner/premium_autosziget-10842;Budapest;;
Premium Flotta;/partner/premium_flotta-19687;Budapest;;
Prémium Német Autó;/partner/premium_nemet_auto-14183;Budapest;;
Premium Selection Auto Kft.;/partner/premium_selection_auto_kft-18924;Budapest;;
PremiumCarOutlet-BP;/partner/premiumcaroutlet-bp-16826;Budapest;;
PremiumWeltAuto;/partner/premiumweltauto-15270;Budapest;;
Prizma Flottakezelő Kft.;/partner/prizma_flottakezelo_kft-16444;Budapest;;
Proflotta Buda;/partner/proflotta_buda-19188;Budapest;;
Project Cars;/partner/project_cars-18804;Budapest;;
Prometheus Automobil;/partner/prometheus_automobil-12868;Budapest;;
Promotours;/partner/promotours-10444;Budapest;;
Quhin-Co. Car Bt.;/partner/quhin-co_car_bt-645;Budapest;;
R-Prémium Car kft.;/partner/r-premium_car_kft-16233;Budapest;;
Rajta Autó Kft.;/partner/rajta_auto_kft-18090;Budapest;;
RE-DION Kft;/partner/re-dion_kft-1371;Budapest;;
Re-Ferenc Kft.;/partner/re-ferenc_kft-443;Budapest;;
Reálszisztéma Autó Buda;/partner/realszisztema_auto_buda-434;Budapest;;
Reálszisztéma Autó Buda;/partner/realszisztema_auto_buda-15998;Budapest;;
Renault Dacia Autowallis;/partner/renault_dacia_autowallis-19316;Budapest;;
Renault Dacia Autowallis;/partner/renault_dacia_autowallis-19462;Budapest;;
Restart Center Kft.;/partner/restart_center_kft-18047;Budapest;;
Revolution Car;/partner/revolution_car-15974;Budapest;;
Rio-Car Kft.;/partner/rio-car_kft-96;Budapest;;
River Car;/partner/river_car-15884;Budapest;;
RM Solar Napelem Kft.;/partner/rm_solar_napelem_kft-19728;Budapest;;
Ro-Zso Car;/partner/ro-zso_car-50;Budapest;;
Rózsa Alexandra;/partner/rozsa_alexandra-19827;Budapest;;
RPS Labor Kft.;/partner/rps_labor_kft-20233;Budapest;;
RR MARKET Kft.;/partner/rr_market_kft-20118;Budapest;;
S-Business Autóház Sz. Sz.;/partner/s-business_autohaz_sz_sz-16944;Budapest;;
S.O.S. Assistance Kft.;/partner/sos_assistance_kft-7078;Budapest;;
S&S Eurocars;/partner/ss_eurocars-20241;Budapest;;
Sailbalaton.hu;/partner/sailbalatonhu-18224;Budapest;;
Saját Gábor;/partner/sajat_gabor-18965;Budapest;;
Sakura Csoport;/partner/sakura_csoport-8705;Budapest;;
Salamon Autó Kft.;/partner/salamon_auto_kft-15515;Budapest;;
Sandlander Motors;/partner/sandlander_motors-19265;Budapest;;
Sansz Autó;/partner/sansz_auto-168;Budapest;;
Sashalom Auto Kft.;/partner/sashalom_auto_kft-17087;Budapest;;
Savoya Autópark;/partner/savoya_autopark-13235;Budapest;;
Schiller Használtautó;/partner/schiller_hasznaltauto-288;Budapest;;
Seat Szabó;/partner/seat_szabo-4999;Budapest;;
Seat Szabó;/partner/seat_szabo-10461;Budapest;;
Secret Car;/partner/secret_car-16094;Budapest;;
Sell My Car Autókereskedés;/partner/sell_my_car_autokereskedes-19745;Budapest;;
Sérült Autók;/partner/serult_autok-3516;Budapest;;
SG Fleet;/partner/sg_fleet-17893;Budapest;;
SHA Auto Park;/partner/sha_auto_park-19147;Budapest;;
SHT-Car Bt.;/partner/sht-car_bt-6968;Budapest;;
Sifi Autó Kft.;/partner/sifi_auto_kft-215;Budapest;;
Signo Car;/partner/signo_car-19946;Budapest;;
Silber Autó Kft.;/partner/silber_auto_kft-17777;Budapest;;
Sinexrent;/partner/sinexrent-19038;Budapest;;
Sixteen Auto;/partner/sixteen_auto-20281;Budapest;;
SK Car Kft.;/partner/sk_car_kft-29;Budapest;;
Skoda Palota Schiller;/partner/skoda_palota_schiller-15981;Budapest;;
Sky-Stár-19 Kft.;/partner/sky-star-19_kft-6624;Budapest;;
Skyactiv Cars;/partner/skyactiv_cars-17146;Budapest;;
SlágerAuto Kft.;/partner/slagerauto_kft-18332;Budapest;;
SMART CAR TRADE KFT. - BUDAPEST (III.);/partner/smart_car_trade_kft_-_budapest_iii-445;Budapest;;
SMF Car;/partner/smf_car-17644;Budapest;;
SPIRIT AUTO - Ferihegy;/partner/spirit_auto_-_ferihegy-486;Budapest;;
SPIRIT AUTO - Ferihegy - Szalonautók;/partner/spirit_auto_-_ferihegy_-_szalonautok-2650;Budapest;;
SRB Autó;/partner/srb_auto-7013;Budapest;;
Stern Autó Kft.;/partner/stern_auto_kft-327;Budapest;;
Stromi Auto;/partner/stromi_auto-15802;Budapest;;
Sturcz Kft. (kieg);/partner/sturcz_kft_kieg-20190;Budapest;;
Sturcz Kft. (kieg2);/partner/sturcz_kft_kieg2-20191;Budapest;;
Subaru Emil Frey;/partner/subaru_emil_frey-16452;Budapest;;
SUPIDO KFT.;/partner/supido_kft-19674;Budapest;;
Suwenor Kft.;/partner/suwenor_kft-3491;Budapest;;
Suwenor Kft.;/partner/suwenor_kft-14535;Budapest;;
Suzu GERO;/partner/suzu_gero-1082;Budapest;;
Suzu Géro Szalonautó;/partner/suzu_gero_szalonauto-7018;Budapest;;
Suzuki Gusztáv;/partner/suzuki_gusztav-19;Budapest;;
Suzuki Ház;/partner/suzuki_haz-2217;Budapest;;
Suzuki Ház Szalonautó;/partner/suzuki_haz_szalonauto-2823;Budapest;;
Suzuki Szabó Csepel;/partner/suzuki_szabo_csepel-6330;Budapest;;
Suzuki Varró;/partner/suzuki_varro-8792;Budapest;;
SVITAVY Kft.;/partner/svitavy_kft-15556;Budapest;;
Szakálos Bence - CarVio.hu;/partner/szakalos_bence_-_carviohu-19212;Budapest;;
Szaknyéri-Cargo Kft.;/partner/szaknyeri-cargo_kft-5228;Budapest;;
Szeifert Car;/partner/szeifert_car-18349;Budapest;;
Szembeszél Kft;/partner/szembeszel_kft-11949;Budapest;;
Szentlőrinci Autóudvar;/partner/szentlorinci_autoudvar-18734;Budapest;;
Szi-Szi Autó Kft.;/partner/szi-szi_auto_kft-11611;Budapest;;
Sziget Autóház;/partner/sziget_autohaz-7972;Budapest;;
Szirt Autó;/partner/szirt_auto-6005;Budapest;;
Szkarlett autó;/partner/szkarlett_auto-18963;Budapest;;
Sztráda Autó-Néró Kft.;/partner/sztrada_auto-nero_kft-9038;Budapest;;
Telepes Motors Kft.;/partner/telepes_motors_kft-9647;Budapest;;
Tesztszeptemberi;/partner/tesztszeptemberi-19971;Budapest;;
Tesztszeptembersanna;/partner/tesztszeptembersanna-19974;Budapest;;
Tétény Autóház Kft.;/partner/teteny_autohaz_kft-16917;Budapest;;
Tip-Top Autó;/partner/tip-top_auto-633;Budapest;;
Tömösi AutóTrade;/partner/tomosi_autotrade-19437;Budapest;;
Top Auto;/partner/top_auto-20189;Budapest;;
Top Car;/partner/top_car-11929;Budapest;;
Top Tier Auto;/partner/top_tier_auto-18826;Budapest;;
Toyota Anyagmozgatás Magyarország Kft.;/partner/toyota_anyagmozgatas_magyarorszag_kft-19780;Budapest;;
Toyota Emil Frey;/partner/toyota_emil_frey-14631;Budapest;;
Toyota Sakura Kft.;/partner/toyota_sakura_kft-16644;Budapest;;
Toyota Schiller;/partner/toyota_schiller-15979;Budapest;;
TradeOne Plus Kft;/partner/tradeone_plus_kft-17993;Budapest;;
Traffic Trade Kft.;/partner/traffic_trade_kft-20214;Budapest;;
Trendi Autó;/partner/trendi_auto-14851;Budapest;;
Trishop Szervíz Kft;/partner/trishop_szerviz_kft-5690;Budapest;;
Triumph Magyarország;/partner/triumph_magyarorszag-18108;Budapest;;
Tromf-Car Kft.;/partner/tromf-car_kft-158;Budapest;;
TS Hungária Auto Trade Kft.;/partner/ts_hungaria_auto_trade_kft-10540;Budapest;;
Túri Car Kft.;/partner/turi_car_kft-18063;Budapest;;
Turjányi János;/partner/turjanyi_janos-19975;Budapest;;
Tutto Moto Kft;/partner/tutto_moto_kft-6931;Budapest;;
Tüzes Autókereskedés;/partner/tuzes_autokereskedes-17516;Budapest;;
TZ-Motor Kft;/partner/tz-motor_kft-747;Budapest;;
UFleet Kft.;/partner/ufleet_kft-13065;Budapest;;
Ungvári Autó;/partner/ungvari_auto-15808;Budapest;;
Unio Car-Sérült Autók;/partner/unio_car-serult_autok-280;Budapest;;
Universal Leasing Kft.;/partner/universal_leasing_kft-18287;Budapest;;
V Áron HAHU teszt;/partner/v_aron_hahu_teszt-19998;Budapest;;
Várbíró Jenő;/partner/varbiro_jeno-14368;Budapest;;
Varró Autó;/partner/varro_auto-11562;Budapest;;
Varsi-Car Kft;/partner/varsi-car_kft-9563;Budapest;;
Végh-Car Kft.;/partner/vegh-car_kft-19911;Budapest;;
Veisz Automobile Kft.;/partner/veisz_automobile_kft-16047;Budapest;;
Verda Neked Most Kft. /Piaccal szemben/;/partner/verda_neked_most_kft_piaccal_szemben-17016;Budapest;;
Verda Park;/partner/verda_park-3829;Budapest;;
Verum Használtautó;/partner/verum_hasznaltauto-14767;Budapest;;
Veterán Autó Kft.;/partner/veteran_auto_kft-16729;Budapest;;
VIP Home Kft.;/partner/vip_home_kft-14766;Budapest;;
Volvo Galéria és Szerviz;/partner/volvo_galeria_es_szerviz-534;Budapest;;
Vöröskő Autó Kft.;/partner/vorosko_auto_kft-9018;Budapest;;
VPT CARAVAN;/partner/vpt_caravan-16014;Budapest;;
Wallis British Motors;/partner/wallis_british_motors-16600;Budapest;;
Wallis Duna - Könyves K. krt 5.- Használtautó;/partner/wallis_duna_-_konyves_k_krt_5-_hasznaltauto-15705;Budapest;;
Wallis Duna - Könyves K. krt. 5. BYD Bemutató autó;/partner/wallis_duna_-_konyves_k_krt_5_byd_bemutato_auto-18771;Budapest;;
Wallis Duna-Könyves K. krt 5.-BMW Bemutató autó;/partner/wallis_duna-konyves_k_krt_5-bmw_bemutato_auto-2401;Budapest;;
Wallis Motor Pest Kft.;/partner/wallis_motor_pest_kft-19134;Budapest;;
Wallis Pest - Váci út 175 - Használtautó;/partner/wallis_pest_-_vaci_ut_175_-_hasznaltauto-160;Budapest;;
Wallis Pest-Hungária krt 95. - BMW Motorkerékpár;/partner/wallis_pest-hungaria_krt_95_-_bmw_motorkerekpar-2129;Budapest;;
Wallis Pest-Hungária krt 95.- Mini Bemutató autó;/partner/wallis_pest-hungaria_krt_95-_mini_bemutato_auto-15706;Budapest;;
Wallis Pest-Hungária krt 95.-BMW Bemutató autó;/partner/wallis_pest-hungaria_krt_95-bmw_bemutato_auto-2404;Budapest;;
Wallis Pest-Hungária krt 95.-BMW Premium Selection;/partner/wallis_pest-hungaria_krt_95-bmw_premium_selection-2163;Budapest;;
Wallis Pest-Váci út 175.-Maserati;/partner/wallis_pest-vaci_ut_175-maserati-12664;Budapest;;
Warm Up Kft./Ferrari-Maserati;/partner/warm_up_kft_ferrari-maserati-2179;Budapest;;
Webcar Magyarország;/partner/webcar_magyarorszag-19135;Budapest;;
Weekendbus Zrt.;/partner/weekendbus_zrt-19812;Budapest;;
Wienerberger zRT.;/partner/wienerberger_zrt-18652;Budapest;;
Wiking Yacht Club;/partner/wiking_yacht_club-5665;Budapest;;
Winti Autoexpo Kft.;/partner/winti_autoexpo_kft-6478;Budapest;;
Yamaha Harmati;/partner/yamaha_harmati-3654;Budapest;;
Yasmin Trade Kft;/partner/yasmin_trade_kft-17444;Budapest;;
Yeri Auto Kft.;/partner/yeri_auto_kft-18601;Budapest;;
Zita Teszt;/partner/zita_teszt-19586;Budapest;;
Zizicar Autókereskedés;/partner/zizicar_autokereskedes-836;Budapest;;
Zolti teszt;/partner/zolti_teszt-19944;Budapest;;
1By Car;/partner/1by_car-14364;Pest-megye;;
300autó;/partner/300auto-14624;Pest-megye;;
4-Motors Kft.;/partner/4-motors_kft-197;Pest-megye;;
AB-Kár Kft.;/partner/ab-kar_kft-1268;Pest-megye;;
ÁBD TEMPO LINE Kft.;/partner/abd_tempo_line_kft-20090;Pest-megye;;
ABSOLUT C Partner Kft;/partner/absolut_c_partner_kft-19336;Pest-megye;;
Abszolút Autó Solymár;/partner/abszolut_auto_solymar-1346;Pest-megye;;
ACTIWAY Kft.;/partner/actiway_kft-18947;Pest-megye;;
ADMAutoKft;/partner/admautokft-16152;Pest-megye;;
Afit Autócentrum Kft.;/partner/afit_autocentrum_kft-1343;Pest-megye;;
Ala Major Kft.;/partner/ala_major_kft-14310;Pest-megye;;
Alfa Romeo Shop;/partner/alfa_romeo_shop-9027;Pest-megye;;
Alfa-Wintrade Kft.;/partner/alfa-wintrade_kft-10011;Pest-megye;;
Alonzo-Cars Dunakeszi;/partner/alonzo-cars_dunakeszi-19659;Pest-megye;;
Ambulanz Mobile Hungary Kft.;/partner/ambulanz_mobile_hungary_kft-20149;Pest-megye;;
Amerikai Vasak (Solymár Szalay Kft.);/partner/amerikai_vasak_solymar_szalay_kft-17521;Pest-megye;;
Anssems.com;/partner/anssemscom-17118;Pest-megye;;
AR Motive;/partner/ar_motive-17499;Pest-megye;;
Art Escape Autópark;/partner/art_escape_autopark-726;Pest-megye;;
AS Service& Sales Kft.;/partner/as_service_sales_kft-18850;Pest-megye;;
ATE-Eszközkezelő Kft.;/partner/ate-eszkozkezelo_kft-11960;Pest-megye;;
Ati Best Car Kft.;/partner/ati_best_car_kft-20244;Pest-megye;;
Atimoto;/partner/atimoto-9688;Pest-megye;;
Authentic Garage Kft.;/partner/authentic_garage_kft-19726;Pest-megye;;
Auto 812;/partner/auto_812-904;Pest-megye;;
Autó Akadémia;/partner/auto_akademia-12613;Pest-megye;;
Autó Árendás Kft.;/partner/auto_arendas_kft-1401;Pest-megye;;
Autó Centrum Vác;/partner/auto_centrum_vac-725;Pest-megye;;
Auto Emporium Kft.;/partner/auto_emporium_kft-19109;Pest-megye;;
Autó Galéria;/partner/auto_galeria-16345;Pest-megye;;
Autó Gemelli Kft.;/partner/auto_gemelli_kft-15331;Pest-megye;;
Auto Legend Kft;/partner/auto_legend_kft-16756;Pest-megye;;
Autó-Állomás;/partner/auto-allomas-14606;Pest-megye;;
Autó-Halas Használtautó-szalon;/partner/auto-halas_hasznaltauto-szalon-59;Pest-megye;;
Auto-Moto Zone Kft;/partner/auto-moto_zone_kft-16342;Pest-megye;;
Autó-Solymár Kft.;/partner/auto-solymar_kft-18452;Pest-megye;;
AUTÓ-TOKÁN Kft.;/partner/auto-tokan_kft-1386;Pest-megye;;
Autó-Z7 Kft.;/partner/auto-z7_kft-18609;Pest-megye;;
Autóbatta;/partner/autobatta-9488;Pest-megye;;
AutoCar;/partner/autocar-19747;Pest-megye;;
Autócentrum Szabó Kft.;/partner/autocentrum_szabo_kft-2522;Pest-megye;;
Autócentrum Törökbálint by B&H;/partner/autocentrum_torokbalint_by_bh-20174;Pest-megye;;
Autódiszkont;/partner/autodiszkont-8750;Pest-megye;;
Autoking-Record Kft.;/partner/autoking-record_kft-12666;Pest-megye;;
Autókommandó Kft.;/partner/autokommando_kft-20282;Pest-megye;;
Autókozmetika Tura;/partner/autokozmetika_tura-6093;Pest-megye;;
AutoMall - Demó és bemutatóautók;/partner/automall_-_demo_es_bemutatoautok-3500;Pest-megye;;
Autonom Hungary Kft.;/partner/autonom_hungary_kft-19979;Pest-megye;;
AutóPlatz;/partner/autoplatz-19763;Pest-megye;;
AUTOPOINT BUDAPEST 4x4;/partner/autopoint_budapest_4x4-13824;Pest-megye;;
Autópont BK;/partner/autopont_bk-16840;Pest-megye;;
AUTOTREDER;/partner/autotreder-16044;Pest-megye;;
Autóvár K & K Kft.;/partner/autovar_k_k_kft-581;Pest-megye;;
AutoVargas;/partner/autovargas-18694;Pest-megye;;
Autovision Gödöllő;/partner/autovision_godollo-1151;Pest-megye;;
AutoZenGarden Kft.;/partner/autozengarden_kft-19842;Pest-megye;;
Ayvens Magyarország (Leaseplan);/partner/ayvens_magyarorszag_leaseplan-15337;Pest-megye;;
AZIM autóház Kft.;/partner/azim_autohaz_kft-20084;Pest-megye;;
Azur Mobil Kft.;/partner/azur_mobil_kft-14234;Pest-megye;;
B Euro Car Kft.;/partner/b_euro_car_kft-16299;Pest-megye;;
B-Konvoj Kft.;/partner/b-konvoj_kft-11812;Pest-megye;;
B&H Monitoring Kft.;/partner/bh_monitoring_kft-15099;Pest-megye;;
B2 Autóudvar;/partner/b2_autoudvar-20041;Pest-megye;;
Balance Car;/partner/balance_car-14839;Pest-megye;;
Bara Autóház;/partner/bara_autohaz-10397;Pest-megye;;
Bara Autópark;/partner/bara_autopark-13809;Pest-megye;;
BARAKTO-BEST Kft.;/partner/barakto-best_kft-18176;Pest-megye;;
BARNI-AUTÓ Kft.;/partner/barni-auto_kft-15398;Pest-megye;;
Bau-Trans 2000 Kft;/partner/bau-trans_2000_kft-3077;Pest-megye;;
Bavarian Classics;/partner/bavarian_classics-11658;Pest-megye;;
Bavarian Classics;/partner/bavarian_classics-17020;Pest-megye;;
BDPST Prémium Kft.;/partner/bdpst_premium_kft-20022;Pest-megye;;
Becsületesnepper;/partner/becsuletesnepper-10129;Pest-megye;;
Becz Ádám;/partner/becz_adam-19079;Pest-megye;;
BeneluxCars Hungary;/partner/beneluxcars_hungary-17782;Pest-megye;;
Beratti Motors Kft;/partner/beratti_motors_kft-16543;Pest-megye;;
Bérgépcentrum Kft. - Nagytarcsa;/partner/bergepcentrum_kft_-_nagytarcsa-15098;Pest-megye;;
Beri Car House BT.;/partner/beri_car_house_bt-19640;Pest-megye;;
Berinder Solution Kft.;/partner/berinder_solution_kft-19952;Pest-megye;;
Beskid-Car Kft.;/partner/beskid-car_kft-6713;Pest-megye;;
Bespoke Concept Zrt.;/partner/bespoke_concept_zrt-20280;Pest-megye;;
Best Best Kft.;/partner/best_best_kft-19272;Pest-megye;;
